46	4	02	GERENCIA DE PROYECTOS		149098.75448	1	2019-04-09 14:42:54.426584
47	4	02.02	PRESUPUESTO DIGITALIZACION DE HISTORIAS CLINICAS SPCC - ILO	02	149098.75448	1	2019-04-09 14:42:54.426584
48	4	02.02.01	REMUNERACIONES	02.02	92799.75048	1	2019-04-09 14:42:54.426584
49	4	02.02.01.01	Personal de obra	02.02.01	72900	1	2019-04-09 14:42:54.426584
50	4	02.02.01.02	Aportes patronales	02.02.01	6561	1	2019-04-09 14:42:54.426584
51	4	02.02.01.03	Provisiones	02.02.01	13338.75048	1	2019-04-09 14:42:54.426584
52	4	02.02.02	BIENES Y SERVICIOS	02.02	13059	1	2019-04-09 14:42:54.426584
53	4	02.02.02.01	Gastos de operación y funcionamiento	02.02.02	13059	1	2019-04-09 14:42:54.426584
54	4	02.02.03	INVERSIONES	02.02	43240.004	1	2019-04-09 14:42:54.426584
55	4	02.02.03.04	Vehiculos y equipamiento	02.02.03	43240.004	1	2019-04-09 14:42:54.426584
56	5	01	Equipamiento		43040	1	2019-04-11 08:55:38.880852
57	5	02	Servicios		96119.5	1	2019-04-11 08:55:38.880852
58	5	02.01	Costos Directos	02	93532	1	2019-04-11 08:55:38.880852
59	5	02.02	Costos Indirectos	02	2587.5	1	2019-04-11 08:55:38.880852
64	5	03	Gastos Generales		9939.25	1	2019-04-11 08:55:38.880852
68	6	01	Equipamiento		0	1	2019-04-11 09:34:33.484248
70	6	02	Servicios		11341.9	1	2019-04-11 09:34:33.484248
71	6	02.01	Costos Directos	02	10491.9	1	2019-04-11 09:34:33.484248
72	6	02.02	Costos Indirectos	02	850	1	2019-04-11 09:34:33.484248
73	6	03	Gastos Generales		10	1	2019-04-11 09:34:33.484248
74	7	01	Equipamiento		1401906.4	1	2019-04-11 09:49:41.023637
75	7	02	Servicios		988130.32	1	2019-04-11 09:49:41.023637
76	7	02.01	Costos Directos	02	529702.82	1	2019-04-11 09:49:41.023637
77	7	02.02	Costos Indirectos	02	458427.5	1	2019-04-11 09:49:41.023637
78	7	03	Gastos Generales		526906.364	1	2019-04-11 09:49:41.023637
79	8	01	Equipamiento		0	1	2019-04-11 13:00:33.220976
80	8	02	Servicios		2292.2105	1	2019-04-11 13:00:33.220976
81	8	02.01	Costos Directos	02	2205.7105	1	2019-04-11 13:00:33.220976
82	8	02.02	Costos Indirectos	02	86.5	1	2019-04-11 13:00:33.220976
83	8	03	Gastos Generales		201.95	1	2019-04-11 13:00:33.220976
84	9	01	Equipamiento		353223.8376	1	2019-04-11 13:32:56.022225
85	9	02	Servicios		15346.45	1	2019-04-11 13:32:56.022225
86	9	02.01	Costos Directos	02	10021.45	1	2019-04-11 13:32:56.022225
87	9	02.02	Costos Indirectos	02	5325	1	2019-04-11 13:32:56.022225
88	9	03	Gastos Generales		5956.83	1	2019-04-11 13:32:56.022225
89	9	04	Contingencia		0	1	2019-04-11 13:32:56.022225
90	10	01	Equipamiento		714063.9774	1	2019-04-11 13:46:47.902971
91	10	02	Servicios		68547.95	1	2019-04-11 13:46:47.902971
92	10	02.01	Costos Directos	02	21527.95	1	2019-04-11 13:46:47.902971
93	10	02.02	Costos Indirectos	02	47020	1	2019-04-11 13:46:47.902971
94	10	03	Gastos Generales		8742.5	1	2019-04-11 13:46:47.902971
95	10	04	Contingencia		0	1	2019-04-11 13:46:47.902971
96	11	01	Equipamiento		97465.6422	1	2019-04-11 13:53:47.790786
97	11	02	Servicios		62917.685	1	2019-04-11 13:53:47.790786
98	11	02.01	Costos Directos	02	24157.685	1	2019-04-11 13:53:47.790786
99	11	02.02	Costos Indirectos	02	38760	1	2019-04-11 13:53:47.790786
100	11	03	Gastos Generales		8742.5	1	2019-04-11 13:53:47.790786
101	11	04	Contingencia		0	1	2019-04-11 13:53:47.790786
102	12	01	Equipamiento		256481.7	1	2019-04-24 13:44:51.8251
103	12	02	Servicios		30007.57	1	2019-04-24 13:44:51.8251
104	12	02.01	Costos Directos	02	21357.57	1	2019-04-24 13:44:51.8251
105	12	02.02	Costos Indirectos	02	8650	1	2019-04-24 13:44:51.8251
106	12	03	Gastos Generales		5444.56	1	2019-04-24 13:44:51.8251
107	13	01	Equipamiento		80946	1	2019-04-24 13:56:35.783882
108	13	02	Servicios		37940.5	1	2019-04-24 13:56:35.783882
109	13	02.01	Costos Directos	02	19480.5	1	2019-04-24 13:56:35.783882
110	13	02.02	Costos Indirectos	02	18460	1	2019-04-24 13:56:35.783882
111	13	03	Gastos Generales		8823.17	1	2019-04-24 13:56:35.783882
112	14	01	Equipamiento		105396.95	1	2019-04-24 14:04:43.341881
113	14	02	Servicios		39701.63	1	2019-04-24 14:04:43.341881
114	14	02.01	Costos Directos	02	20401.63	1	2019-04-24 14:04:43.341881
115	14	02.02	Costos Indirectos	02	19300	1	2019-04-24 14:04:43.341881
116	14	03	Gastos Generales		10374.17	1	2019-04-24 14:04:43.341881
117	15	01	GERENCIA GENERAL		45643.2	1	2019-04-25 15:10:13.343231
118	15	01.01	PRESUPUESTO OPERACIONAL	01	45643.2	1	2019-04-25 15:10:13.343231
119	15	01.01.01	REMUNERACIONES	01.01	31693.2	1	2019-04-25 15:10:13.343231
120	15	01.01.01.01	Personal de oficina	01.01.01	16779	1	2019-04-25 15:10:13.343231
121	15	01.01.01.02	Aportes patronales	01.01.01	2086.5	1	2019-04-25 15:10:13.343231
122	15	01.01.01.03	Provisiones	01.01.01	6077.7	1	2019-04-25 15:10:13.343231
123	15	01.01.01.04	Personal de apoyo externo	01.01.01	6750	1	2019-04-25 15:10:13.343231
124	15	01.01.02	BIENES Y SERVICIOS	01.01	13950	1	2019-04-25 15:10:13.343231
125	15	01.01.02.01	Gastos de operación y funcionamiento	01.01.02	6600	1	2019-04-25 15:10:13.343231
126	15	01.01.02.02	Alquiler de bienes inmuebles y muebles	01.01.02	0	1	2019-04-25 15:10:13.343231
127	15	01.01.02.03	Publicidad, difusion 	01.01.02	0	1	2019-04-25 15:10:13.343231
128	15	01.01.02.04	Viaticos	01.01.02	5550	1	2019-04-25 15:10:13.343231
129	15	01.01.02.05	Otros servicios	01.01.02	1800	1	2019-04-25 15:10:13.343231
130	15	01.01.03	INVERSIONES	01.01	0	1	2019-04-25 15:10:13.343231
131	15	01.01.03.01	Adquisición de inmuebles	01.01.03	0	1	2019-04-25 15:10:13.343231
132	15	01.01.03.02	Construcción de inmuebles	01.01.03	0	1	2019-04-25 15:10:13.343231
133	15	01.01.03.03	Remodelación de inmuebles	01.01.03	0	1	2019-04-25 15:10:13.343231
134	15	01.01.03.04	Vehiculos y equipamiento	01.01.03	0	1	2019-04-25 15:10:13.343231
135	15	01.01.03.05	Mobiliario	01.01.03	0	1	2019-04-25 15:10:13.343231
136	15	01.01.03.06	Otros egresos	01.01.03	0	1	2019-04-25 15:10:13.343231
137	15	01.01.04	FINANCIAMIENTO	01.01	0	1	2019-04-25 15:10:13.343231
138	15	01.01.04.01	Gastos financieros	01.01.04	0	1	2019-04-25 15:10:13.343231
139	16	01	Equipamiento		0	1	2019-05-28 09:53:44.284233
140	16	02	Servicios		1140.54	1	2019-05-28 09:53:44.284233
141	16	02.01	Costos Directos	02	1117.54	1	2019-05-28 09:53:44.284233
142	16	02.02	Costos Indirectos	02	23	1	2019-05-28 09:53:44.284233
143	16	03	Gastos Generales		0	1	2019-05-28 09:53:44.284233
144	17	01	Equipamiento		0	1	2019-05-29 09:57:45.492986
145	17	02	Servicios		910	1	2019-05-29 09:57:45.492986
146	17	02.01	Costos Directos	02	0	1	2019-05-29 09:57:45.492986
147	17	02.02	Costos Indirectos	02	910	1	2019-05-29 09:57:45.492986
148	17	03	Gastos Generales		17452.7	1	2019-05-29 09:57:45.492986
149	18	01	Equipamiento		0	1	2019-05-29 15:36:23.425317
150	18	02	Servicios		17310	1	2019-05-29 15:36:23.425317
151	18	02.01	Costos Directos	02	16000	1	2019-05-29 15:36:23.425317
152	18	02.02	Costos Indirectos	02	1310	1	2019-05-29 15:36:23.425317
153	18	03	Gastos Generales		19889	1	2019-05-29 15:36:23.425317
154	19	01	Equipamiento		0	1	2019-05-29 18:08:23.508402
155	19	02	Servicios		2680	1	2019-05-29 18:08:23.508402
156	19	02.01	Costos Directos	02	0	1	2019-05-29 18:08:23.508402
157	19	02.02	Costos Indirectos	02	2680	1	2019-05-29 18:08:23.508402
158	19	03	Gastos Generales		4424.9	1	2019-05-29 18:08:23.508402
159	20	01	Equipamiento		0	1	2019-06-14 09:22:11.991075
160	20	02	Servicios		2460262.42	1	2019-06-14 09:22:11.991075
161	20	02.01	Costos Directos	02	1558427.21	1	2019-06-14 09:22:11.991075
162	20	02.02	Costos Indirectos	02	901835.21	1	2019-06-14 09:22:11.991075
163	20	03	Gastos Generales		509314	1	2019-06-14 09:22:11.991075
164	21	01	Equipamiento		0	1	2019-06-26 10:24:09.753735
165	21	02	Servicios		0	1	2019-06-26 10:24:09.753735
166	21	02.01	Costos Directos	02	0	1	2019-06-26 10:24:09.753735
167	21	02.02	Costos Indirectos	02	107.5	1	2019-06-26 10:24:09.753735
168	21	03	Gastos Generales		5823.2	1	2019-06-26 10:24:09.753735
169	22	01	Equipamiento		0	1	2019-06-26 10:36:23.837063
170	22	02	Servicios		0	1	2019-06-26 10:36:23.837063
171	22	02.01	Costos Directos	02	0	1	2019-06-26 10:36:23.837063
172	22	02.02	Costos Indirectos	02	900	1	2019-06-26 10:36:23.837063
173	22	03	Gastos Generales		24603.75	1	2019-06-26 10:36:23.837063
174	23	03	GERENCIA COMERCIAL		10000	1	2019-07-16 09:31:30.015839
175	23	03.01	PRESUPUESTO OPERACIONAL	03	10000	1	2019-07-16 09:31:30.015839
176	23	03.01.02	BIENES Y SERVICIOS	03.01	10000	1	2019-07-16 09:31:30.015839
177	23	03.01.02.01	Gastos de operación y funcionamiento	03.01.02	10000	1	2019-07-16 09:31:30.015839
178	23	03.01.02.02	Alquiler de bienes inmuebles y muebles	03.01.02	0	1	2019-07-16 09:31:30.015839
179	23	03.01.02.03	Publicidad, difusion 	03.01.02	0	1	2019-07-16 09:31:30.015839
180	23	03.01.02.04	Viaticos	03.01.02	0	1	2019-07-16 09:31:30.015839
181	23	03.01.02.05	Otros servicios	03.01.02	0	1	2019-07-16 09:31:30.015839
182	23	03.01.03	INVERSIONES	03.01	0	1	2019-07-16 09:31:30.015839
183	23	03.01.03.01	Adquisición de inmuebles	03.01.03	0	1	2019-07-16 09:31:30.015839
184	23	03.01.03.02	Construcción de inmuebles	03.01.03	0	1	2019-07-16 09:31:30.015839
185	23	03.01.03.03	Remodelación de inmuebles	03.01.03	0	1	2019-07-16 09:31:30.015839
186	23	03.01.03.04	Vehiculos y equipamiento	03.01.03	0	1	2019-07-16 09:31:30.015839
187	23	03.01.03.05	Mobiliario	03.01.03	0	1	2019-07-16 09:31:30.015839
188	23	03.01.03.06	Otros egresos	03.01.03	0	1	2019-07-16 09:31:30.015839
189	23	03.01.04	FINANCIAMIENTO	03.01	0	1	2019-07-16 09:31:30.015839
190	23	03.01.04.01	Gastos financieros	03.01.04	0	1	2019-07-16 09:31:30.015839
191	24	01	Equipamiento		0	1	2019-07-26 11:05:34.3188
192	24	02	Servicios		5190.43333333333	1	2019-07-26 11:05:34.3188
193	24	02.01	Costos Directos	02	3344.93333333333	1	2019-07-26 11:05:34.3188
194	24	02.02	Costos Indirectos	02	1845.5	1	2019-07-26 11:05:34.3188
195	24	03	Gastos Generales		21.33	1	2019-07-26 11:05:34.3188
196	25	03.03	EVENTOS OKC		52900	1	2019-08-15 17:23:17.080093
197	25	03.03.02	BIENES Y SERVICIOS	03.03	52900	1	2019-08-15 17:23:17.080093
198	25	03.03.02.06	EVENTO CAMPEONATO DE FUTBOL	03.03.02	4050	1	2019-08-15 17:23:17.080093
199	25	03.03.02.07	EVENTO ANIVERSARIO OKC	03.03.02	16700	1	2019-08-15 17:23:17.080093
200	25	03.03.02.08	EVENTO DE RELACIONAMIENTO OKC	03.03.02	32150	1	2019-08-15 17:23:17.080093
201	26	01	Equipamiento		0	1	2019-08-20 11:34:36.729267
202	26	02	Servicios		0	1	2019-08-20 11:34:36.729267
203	26	02.01	Costos Directos	02	0	1	2019-08-20 11:34:36.729267
204	26	02.02	Costos Indirectos	02	0	1	2019-08-20 11:34:36.729267
205	26	03	Gastos Generales		0	1	2019-08-20 11:34:36.729267
206	27	01	Equipamiento		0	1	2019-08-28 17:02:30.551284
207	27	02	Servicios		2735.1	1	2019-08-28 17:02:30.551284
208	27	02.01	Costos Directos	02	1657.6	1	2019-08-28 17:02:30.551284
209	27	02.02	Costos Indirectos	02	1077.5	1	2019-08-28 17:02:30.551284
210	27	03	Gastos Generales		0	1	2019-08-28 17:02:30.551284
211	28	01	Equipamiento		0	1	2019-10-26 12:05:03.297767
212	28	02	Servicios		3713.48	1	2019-10-26 12:05:03.297767
213	28	02.01	Costos Directos	02	3527.48	1	2019-10-26 12:05:03.297767
214	28	02.02	Costos Indirectos	02	186	1	2019-10-26 12:05:03.297767
215	28	03	Gastos Generales		755	1	2019-10-26 12:05:03.297767
216	29	01	Equipamiento		250	1	2019-10-29 09:06:20.030216
217	29	02	Servicios		7970	1	2019-10-29 09:06:20.030216
218	29	02.01	Costos Directos	02	6660	1	2019-10-29 09:06:20.030216
219	29	02.02	Costos Indirectos	02	1310	1	2019-10-29 09:06:20.030216
220	29	03	Gastos Generales		29089	1	2019-10-29 09:06:20.030216
221	30	01	Equipamiento		0	1	2019-11-20 09:39:50.639177
222	30	02	Servicios		18117.5	1	2019-11-20 09:39:50.639177
223	30	02.01	Costos Directos	02	17715	1	2019-11-20 09:39:50.639177
224	30	02.02	Costos Indirectos	02	402.5	1	2019-11-20 09:39:50.639177
225	30	03	Gastos Generales		0	1	2019-11-20 09:39:50.639177
226	31	01	Equipamiento		1786	1	2020-01-03 10:16:12.396142
227	31	02	Servicios		1555	1	2020-01-03 10:16:12.396142
228	31	02.01	Costos Directos	02	520	1	2020-01-03 10:16:12.396142
229	31	02.02	Costos Indirectos	02	1035	1	2020-01-03 10:16:12.396142
230	31	03	Gastos Generales		11289	1	2020-01-03 10:16:12.396142
231	32	01	BIENES Y SERVICIOS		220	1	2020-01-09 17:11:26.521149
232	33	01	Equipamiento		0	1	2020-01-28 15:23:13.783115
233	33	02	Servicios		1555	1	2020-01-28 15:23:13.783115
234	33	02.01	Costos Directos	02	520	1	2020-01-28 15:23:13.783115
235	33	02.02	Costos Indirectos	02	1035	1	2020-01-28 15:23:13.783115
236	33	03	Gastos Generales		14389	1	2020-01-28 15:23:13.783115
237	34	01	Equipamiento		11314.3	1	2020-02-07 16:45:01.297706
238	34	02	Servicios		15750.4566666667	1	2020-02-07 16:45:01.297706
239	34	02.01	Costos Directos	02	11155.4566666667	1	2020-02-07 16:45:01.297706
240	34	02.02	Costos Indirectos	02	4595	1	2020-02-07 16:45:01.297706
241	34	03	Gastos Generales		450	1	2020-02-07 16:45:01.297706
242	35	01	Equipamiento		13388.98	1	2020-02-25 18:16:59.38763
243	35	02	Servicios		9850.43333333333	1	2020-02-25 18:16:59.38763
244	35	02.01	Costos Directos	02	7800.43333333333	1	2020-02-25 18:16:59.38763
245	35	02.02	Costos Indirectos	02	2050	1	2020-02-25 18:16:59.38763
246	35	03	Gastos Generales		1095	1	2020-02-25 18:16:59.38763
247	2	03.01.01	REMUNERACIONES	03.01	0	1	2020-06-30 17:07:30
248	2	03.01.01.01	Personal de oficina	03.01.01	0	1	2020-06-30 17:22:50
249	2	03.01.01.04	Personal de apoyo externo	03.01.01	0	1	2020-06-30 17:26:10
250	36	01	Equipamiento		0	1	2020-09-09 14:33:42.873081
251	36	02	Servicios		38554.05	1	2020-09-09 14:33:42.873081
252	36	02.01	Costos Directos	02	27134.3	1	2020-09-09 14:33:42.873081
253	36	02.02	Costos Indirectos	02	11419.75	1	2020-09-09 14:33:42.873081
254	36	03	Gastos Generales		200	1	2020-09-09 14:33:42.873081
255	37	01	Equipamiento		195	1	2020-12-15 18:14:59.310796
256	37	02	Servicios		1680.5	1	2020-12-15 18:14:59.310796
257	37	02.01	Costos Directos		1490	1	2020-12-15 18:14:59.310796
258	37	02.02	Costos Indirectos		190.5	1	2020-12-15 18:14:59.310796
259	37	03	Gastos Generales		200	1	2020-12-15 18:14:59.310796
260	38	01	Equipamiento		21600	1	2021-03-05 15:30:30.970558
261	38	02	Servicios		96471.1	1	2021-03-05 15:30:30.970558
262	38	02.01	Costos Directos	02	94871.1	1	2021-03-05 15:30:30.970558
263	38	02.02	Costos Indirectos	02	1600	1	2021-03-05 15:30:30.970558
264	38	03	Gastos Generales		46000	1	2021-03-05 15:30:30.970558
265	39	01	Equipamiento		0	1	2021-03-25 23:11:45.461115
266	39	02	Servicios		0	1	2021-03-25 23:11:45.461115
267	39	02.01	Costos Directos	02	2500	1	2021-03-25 23:11:45.461115
268	39	02.02	Costos Indirectos	02	0	1	2021-03-25 23:11:45.461115
269	39	03	Gastos Generales		0	1	2021-03-25 23:11:45.461115
270	40	01	Equipamiento		545	1	2021-04-22 16:25:53.150165
271	40	02	Servicios		1904.91666666667	1	2021-04-22 16:25:53.150165
272	40	02.01	Costos Directos	02	1713.16666666667	1	2021-04-22 16:25:53.150165
273	40	02.02	Costos Indirectos	02	191.75	1	2021-04-22 16:25:53.150165
274	40	03	Gastos Generales		50	1	2021-04-22 16:25:53.150165
275	41	01	Equipamiento		29920	1	2021-05-25 16:44:06.19407
276	41	02	Servicios		178899.18	1	2021-05-25 16:44:06.19407
277	41	02.01	Costos Directos	02	148619.18	1	2021-05-25 16:44:06.19407
278	41	02.02	Costos Indirectos	02	30280	1	2021-05-25 16:44:06.19407
279	41	03	Gastos Generales		16923.5	1	2021-05-25 16:44:06.19407
280	42	01	Equipamiento		330	1	2021-08-13 10:09:23.050362
281	42	02	Servicios		4332.76666666667	1	2021-08-13 10:09:23.050362
282	42	02.01	Costos Directos	02	3827.76666666667	1	2021-08-13 10:09:23.050362
283	42	02.02	Costos Indirectos	02	505	1	2021-08-13 10:09:23.050362
284	42	03	Gastos Generales		50	1	2021-08-13 10:09:23.050362
285	43	01	Equipamiento		0	1	2021-09-03 15:32:33.0455
286	43	02	Servicios		140969.69	1	2021-09-03 15:32:33.0455
287	43	02.01	Costos Directos		93059.69	1	2021-09-03 15:32:33.0455
288	43	02.02	Costos Indirectos		47910	1	2021-09-03 15:32:33.0455
289	43	03	Gastos Generales		50	1	2021-09-03 15:32:33.0455
290	44	01	Equipamiento		0	1	2021-09-23 17:16:22.015139
291	44	02	Servicios		5801.93	1	2021-09-23 17:16:22.015139
292	44	02.01	Costos Directos		5067.93	1	2021-09-23 17:16:22.015139
293	44	02.02	Costos Indirectos		734	1	2021-09-23 17:16:22.015139
294	44	03	Gastos Generales		503	1	2021-09-23 17:16:22.015139
295	45	01	Equipamiento		760	1	2021-10-20 23:17:52.221675
296	45	02	Servicios		2440.45	1	2021-10-20 23:17:52.221675
297	45	02.01	Costos Directos		2248.7	1	2021-10-20 23:17:52.221675
298	45	02.02	Costos Indirectos		191.75	1	2021-10-20 23:17:52.221675
299	45	03	Gastos Generales		50	1	2021-10-20 23:17:52.221675
300	46	01	Equipamiento		0	1	2021-11-15 15:02:44.884218
301	46	02	Servicios		17352.1333333333	1	2021-11-15 15:02:44.884218
302	46	02.01	Costos Directos		7767.13333333333	1	2021-11-15 15:02:44.884218
303	46	02.02	Costos Indirectos		9585	1	2021-11-15 15:02:44.884218
304	46	03	Gastos Generales		0	1	2021-11-15 15:02:44.884218
305	47	01	Equipamiento		0	1	2021-11-18 16:29:10.15476
306	47	02	Servicios		6286.02	1	2021-11-18 16:29:10.15476
307	47	02.01	Costos Directos		2460	1	2021-11-18 16:29:10.15476
308	47	02.02	Costos Indirectos		3826.02	1	2021-11-18 16:29:10.15476
309	47	03	Gastos Generales		415	1	2021-11-18 16:29:10.15476
310	48	01	Equipamiento		0	1	2021-12-13 18:32:17.813714
311	48	02	Servicios		7320	1	2021-12-13 18:32:17.813714
312	48	02.01	Costos Directos		6720	1	2021-12-13 18:32:17.813714
313	48	02.02	Costos Indirectos		600	1	2021-12-13 18:32:17.813714
314	48	03	Gastos Generales		0	1	2021-12-13 18:32:17.813714
315	49	01	Equipamiento		0	1	2021-12-22 09:58:00.815736
316	49	02	Servicios		7320	1	2021-12-22 09:58:00.815736
317	49	02.01	Costos Directos		6720	1	2021-12-22 09:58:00.815736
318	49	02.02	Costos Indirectos		600	1	2021-12-22 09:58:00.815736
319	49	03	Gastos Generales		0	1	2021-12-22 09:58:00.815736
320	50	01	Equipamiento		0	1	2022-01-20 15:39:55.874592
321	50	02	Servicios		25688.7883	1	2022-01-20 15:39:55.874592
322	50	02.01	Costos Directos		21670.0383	1	2022-01-20 15:39:55.874592
323	50	02.02	Costos Indirectos		4018.75	1	2022-01-20 15:39:55.874592
324	50	03	Gastos Generales		0	1	2022-01-20 15:39:55.874592
325	51	01	Equipamiento		0	1	2022-01-26 12:01:56.032885
326	51	02	Servicios		12359.9	1	2022-01-26 12:01:56.032885
327	51	02.01	Costos Directos		11288.7	1	2022-01-26 12:01:56.032885
328	51	02.02	Costos Indirectos		1071.2	1	2022-01-26 12:01:56.032885
329	51	03	Gastos Generales		50	1	2022-01-26 12:01:56.032885
330	52	01	Equipamiento		0	1	2022-02-02 11:33:22.631364
331	52	02	Servicios		409227.33	1	2022-02-02 11:33:22.631364
332	52	02.01	Costos Directos		363688.33	1	2022-02-02 11:33:22.631364
333	52	02.02	Costos Indirectos		45539	1	2022-02-02 11:33:22.631364
334	52	03	Gastos Generales		69308.98	1	2022-02-02 11:33:22.631364
